id	creator	title	model
und:c821gh95k0m	Christopher M O'Neill	Selective Oxidation Reactions for C3 and i-C4 Hydrocarbons in a Membrane Reactor	Etd
und:c821gh95k40	Christina M. Maher	On Embeddings of Computable Structures, Classes of Structures and Computable Isomorphism	Etd
und:c821gh95k6p	Zhi Liang	Towards Precursor-Directed Biosynthesis and Synthesis of Myriaporone-Tedanolide Analogues	Etd
und:c821gh95m18	Catalina Perez Abreu	Whence the Other Speaks: A Transnational Approach to Home and Discourse in the Fictional Narratives of Maria Amparo Ruiz de Burton and Teresa de la Parra	Etd
und:c821gh95k71	Thomas John Mulherin	The Antinomy of Musical Meaning	Etd
und:c821gh95m2m	Christopher Bensing Boehnen	Improving 3D Face Recognition Model Generation and Biometrics	Etd
und:c821gh95m0x	Xin Tong	Robust Semiparametric Bayesian Methods in Growth Curve Modeling	Etd
und:c821gh95m7b	Changsheng Su	Stabilization of Potassium in Soot Oxidation Catalysts and Their Application on Diesel Particulate Filters	Etd
und:c821gh95m60	Robert W. Lawrence	John Milbank and the Creation of Truth: Dialectical Readings	Etd
und:c821gh95m5n	Joshua Tepley	Being in Heidegger's <i>Being and Time</i>	Etd
und:c821gh95p7z	Yuliya Klymenko	Cadherin Switch, Ovarian Cancer Cell and Multi-Cellular Aggregate Dynamics and Metastasis-Associated Behavior	Etd
und:cc08hd78v4b	Karen Hollingsworth	Sources of Error in Iris Biometrics	Etd
und:cc08hd78w08	Kasey James Stanton	Quantifying the Strength of the Relations Between Facets of Positive Emotionality and Psychological Symptoms	Etd
und:cc08hd78w50	Satyaki Ganguly	Electrical Characterization of ALD Al2O3/AlN/GaN HEMTs and Integration with Microano Magnets for Novel Device Application	Etd
und:cc08hd78w4n	Mahesh Mahadevan	Distributed Source Channel Coding of Correlated Sources	Etd
und:cc08hd78x28	John Zane Dillon	The Servants of Modernism: Aesthetics and Tradition in Yeats, Lorca, and Woolf	Etd
und:cf95j96242f	David M Schatzman	A Study of Unsteady Turbulent Boundary Layer Separation Under Conditions Relevant to Helicopter Rotor Dynamics	Etd
und:cf95j962533	Kimberly Hope Belcher	Your Spirit Breathed on the Waters: A Trinitarian Gift of Identity in Postconciliar Infant Baptism	Etd
und:cf95j96252r	Katy Michelle Wright-Bushman	Reading Lyric before Lyric: English Religious Poetry among Its Late Medieval Readers	Etd
und:cf95j962502	Paul V Hickner	Enhancement of Genome Investigations and Analysis of Diapause Induction in <em>Culex pipiens</em> Mosquitoes	Etd
und:cf95j96249v	Farzad Talebi	Statistical Modeling of Multi-Polarized MIMO Channels	Etd
und:cf95j96248h	Mamadou Brahima Coulibaly	Cloning and Characterizing the 2RJ Inversion Breakpoints in the Malaria Vector Anopheles Gambiae S.S.	Etd
und:cf95j96246t	Matthew James Van Antwerp	Studying Open Source Versioning Metadata	Etd
und:cf95j962475	Mary Kate Blake	Beliefs and Behaviors: Net Racial Differences in College Enrollment	Etd
und:cf95j96260c	Melanie C. Ross	Ecumenism After Charles Finney: A Free Church Liturgical Theology	Etd
und:cf95j96254f	Thomas Joseph Murray	Essays on the Economics of Immigration in the United States	Etd
und:cf95j96258t	Anubhav Khandelwal	CdSe Nanowire Fielf-Effect Transitor	Etd
und:cf95j96257g	Michelle Comas	Child Sexual Abuse and Use of Restraint and Seclusion: The Interactive Contributions of Early Environmental Factors and Child Characteristics	Etd
und:cf95j96279s	Michael D Hunckler	Investigation of a Rabbit Ulnar Loading Model for Atypical Fractures in Cortical Bone during Long-Term Bisphosphonate Treatment	Etd
und:cj82k645d6w	Adam Benjamin Fung	Wake	Etd
und:cj82k645f66	Joseph Stephen Ribaudo	Probing Circumgalactic Gas with Lyman Limit Systems	Etd
und:cj82k645g9j	Scott A. Sarver	Capillary Electrophoresis for High Speed Small Molecule Analysis	Etd
und:cj82k64639d	Emily R. Hershman	The Deadliest Century: Gender and Modernism in the Age of Total War, 1895-1981	Etd
und:cn69m328p4j	Mark Edward Hope	Examination and Validation of Winds, Waves, and Storm Surge Processes for Hurricanes Ike (2008) and Sandy (2012) and the Integration of Hydrologic Processes into a Coastal Circulation Model	Etd
und:cn69m328p98	Sara M&oacute;nica Mata	Myth and Mystery: Augustine's First Commentary on Genesis 1-2:3	Etd
und:cn69m328p8x	John David Simon	Polarization-Engineered III-V Nitride Heterostructure Devices by Molecular Beam Epitaxy	Etd
und:cn69m328q1t	John M. Stringer	Bringing Interests Back In: the Domestic Sources of Employment Protection Legislation	Etd
und:cn69m328q56	Andrea J. Fowler	Linking Policy and Ecology in the Management of Aquatic Ecosystems: Stream Restoration and Invasive Species Legislation	Etd
und:cn69m328q25	James F. Wurtz	A Very Strange Agony: Modernism, Memory, and Irish Gothic Fiction	Etd
und:cn69m328q4v	Irena Lanc	Novel Methods for Assembly Validation and Improvement	Etd
und:cn69m328q0g	Pamela E. Crane	Implementation of a Sustainable Groundwater Quality Monitoring Program in Rural Benin, West Africa	Etd
und:cn69m328r2g	Chaunce R. Windle	Against Diversification: A Suggested Strategy for the Know-Something Investor	Etd
und:cn69m328q9k	James W. Hamrick	From Gaeltacht to Grub Street:  The Eighteenth-Century Public Sphere in a Four-Nations Context	Etd
und:cn69m328r0s	Kejia Wang	Optical Study of Hot-Electron Transport in Iii-V Nitride Semiconductors, and Molecular Beam Epitaxy of Indium Nitride	Etd
und:cn69m328s1f	Solomon Assefa	Elucidating Thermodynamics and Kinetics of Co-Oxidation-Induced Missing-Row Reconstruction of Rh(110) via DFT Methods	Etd
und:cn69m329d30	Chao Luo	Engineering and Economic Analysis for Electric Vehicle Charging Infrastructure — Placement, Pricing, and Market Design	Etd
und:cr56n011z6s	Julia Elizabeth Stephens	Control of the Tip-Gap Flow of a Low-Pressure Turbine Blade in a Linear Cascade	Etd
und:cr56n011z8g	Bruce James Melancon	Competitive Cationic Pathways and the Asymmetric Synthesis of 1,2-Disubstituted Cyclopropanes: Insight into the Cyclopropylcarbinyl Cation	Etd
und:cr56n01209d	Ineke Murakami	"Public, Scurrilous and Profane": Transformations in Moral Drama and Political Economy, 1465-1599	Etd
und:cr56n012082	Marcelo Carlos Leiras	Parties, provinces and electoral coordination: a study on the determinants of party and party system aggregation in Argentina, 1983-2005	Etd
und:cr56n012218	MaryReginald Anibueze	Eucharistic Communion and Rituals of Communion in Igbo Culture: An Integrative Study of Liturgy, Faith, and Culture	Etd
und:cv43nv9580d	Robert K Garcia	Nominalist Constituent Ontologies: A Development and Critique	Etd
und:cv43nv9581r	Michael Strand	A Genealogy of Social Justice: Britain, 1834-1914	Etd
und:cv43nv95765	Maxwell Edward Agnew	Surge and Wave Propagation over Wetlands with Respect to Storm Forward Speed	Etd
und:cv43nv95823	Catherine M. Punsalan-Manlimos	Langdon Gilkey's Theology of Culture: A Guide for Engaging Science and Religion in the Philippine Context	Etd
und:cv43nv9587t	Jennifer Jungmin Kang	A Stage and Metronome for Translation Services	Etd
und:cv43nv9586g	Amin Doostmohammadi	Settling and Swimming in Stratified Fluids: Rigid Particles to Self-Propelled Organisms	Etd
und:cv43nv9584s	Jennifer Suzanne Ross-Viola	The Effect of Soy Isoflavones on Nucleotide, Lipid and Drug Metabolism	Etd
und:cv43nv95943	Zhenqiu Lu	Bayesian Inference of Robust Growth Mixture Models with Non-Ignorable Missing Data	Etd
und:cv43nv95912	Daniel Gregory Perett	Calculated Insults: The Rhetorical Use of Invective by Latin Authors of the Imperial Age and Late Antiquity	Etd
und:cv43nv9592d	Lei Tong	Implementation of Reliability Index Approach Analysis Tool for Missile Trajectory Simulation	Etd
und:cv43nv9593r	Thade Jude Correa	The Falling Light	Etd
und:cv43nv95b32	Victor L. Maqque	From the Cacique to the Community: Political Transformations in the Altiplano 1750-1850	Etd
und:cv43nv95b8s	Anjin Guo	SINR Distributions in Cellular Networks: Spatial Stochastic Model Fitting and Analyses	Etd
und:cz30pr78h8x	Amy M McHenry	Immunological characterization of the P. vivax DBP	Etd
und:cz30pr78j0g	Paul Edward Slaboch	Fluid Mechanics and Passive Control of the Flow-Excited Helmholtz Resonator	Etd
und:cz30pr78k14	Nahyan A.G. Fancy	Pulmonary Transit and Bodily Resurrection: The Interaction of Medicine, Philosophy and Religion in the Works of Ibn al-Naf&#299;s (d. 1288)	Etd
und:cz30pr78k0s	Lindsay Ann Seders	Experimental Studies of Geochemical Reactions that Affect the Mobility of Metals and Nanoparticles of Environmental Interest	Etd
und:d217qn61t21	Yuting Wang	An Uncertain Future: Negotiating Multiple Identities in a Racially and Ethnically Diverse Mosque in the Post-9.11 United States	Etd
und:d217qn61s8s	Peter James Bui	AIR: Accelerated Image Registration	Etd
und:d217qn61t9f	Yanghai Yu	Photoelectronic Properties of CdSe and CdTe Nanowires	Etd
und:d217qn61t83	Michael Thomas Hartney	Turning Out Teachers: The Causes and Consequences of Teacher Political Activism in the Postwar United States	Etd
und:d217qn61t52	Jessica Mary Zekus	Youthful Days	Etd
und:d217qn61t6d	Matthew Van Hook	Alexander Hamilton: A Theory of Statesmanship	Etd
und:d217qn61t3c	Drew Kalbach	Planchette, Loud, Spooky Plan	Etd
und:d217qn61v41	Min Xie	Channel Access and Packet Scheduling in Wireless Multihop Networks with QoS Guarantees	Etd
und:d217qn61v3p	Yvonne Anya Gaspar	Between The Plant Sciences: Richard Bradley's Study of Horticulture, Botany and Landscape Design	Etd
und:d217qn61v6q	Karolina Serafin	Culture in Second Language Acquisition	Etd
und:d217qn61w5p	MacKenzie Warren	Neutrinos in Core-Collapse Supernovae	Etd
und:d217qn61x50	Andrew John Allen Geist	"He Will Repay Him With Good": The Relationship Between Wealth and Piety in Mesopotamia and Ancient Israel	Etd
und:d504rj4530p	Joel N Jimenez Lozano	Peristaltic Flow with Application to Ureteral Biomechanics	Etd
und:d504rj4532c	Brian Scott Dudley	Flavor Physics Effect on Beyond the Standard Model Physics	Etd
und:d504rj45431	Tonia L. Warnecke	The Incorporation of Gender in Economic Development	Etd
und:d504rj4542p	Jeremy Newkirk	Measurement and Quantification of the Human Shoulder Girdle Motion and Design of a Humanoid Shoulder Girdle Mechanism with Minimal Actuation	Etd
und:d504rj4556c	Joseph S. Manser	Hybrid Lead Halide Perovskites for Light Energy Conversion: Excited State Properties and Photovoltaic Applications	Etd
und:d504rj45551	Benjamin J. Wetzel	American Crusade: Lyman Abbott and the Christian Nation at War, 1861-1918	Etd
und:d791sf28c0q	Amit Kumar Verma	Modulating Extreme Electron Densities in Complex Oxides	Etd
und:d791sf28c5f	Katelyn Ann Seprish	The Strange Hair and the Pretty Nipple	Etd
und:d791sf28c74	Ayan Paul	Charm Beyond the Standard Model	Etd
und:d791sf28c6s	Carly M Kemmis	Investigation of 1,25(OH)2D3 synthesis and vitamin D3 signaling in human mammary epithelial cells	Etd
und:d791sf28c43	Jaclyn A Dwyer	Bodies in Her Life: A Semi-Fictional Collection	Etd
und:d791sf28d01	Amaresh Malipatil	Parameter Estimation in Distributed Sensor Networks and CFO Estimation in OFDM Systems	Etd
und:d791sf28d2q	Andrea Lindsay Turpin	Gender, Religion, and Moral Vision in the American Academy, 1837-1917	Etd
und:d791sf28d5r	Thomas Alan Duster	Experimental Determination of Metal Sorption and Transport Parameters for Graphene Oxide	Etd
und:d791sf28c8g	Mary L Beard	Reaction Rate Calculations in Dense Stellar Matter	Etd
und:d791sf28d1c	Jim Thomas	Automated Damage Assessment from High Resolution Remote Sensing Imagery	Etd
und:d791sf28d8s	Gavin Maxwell Foster	The Social Structures and Cultural Politics of the Irish Civil War	Etd
und:d791sf28d7f	Karilyn Goden Sheldon	Materia in the Material World of Butrint: Wooden Remains from the Roman Forum	Etd
und:d791sf28d63	Alan Anthony Arico	A Tribological Investigation of Carbon Carbon Composites and the Affect of Roughness and Waviness Parameters on Friction Performance	Etd
und:d791sf28f7r	Nathan T. Evans	Improving Detection and Community Assessment of Rare and At-risk Fishes	Etd
und:d791sf28g72	Stephen J. Molvarec	A City in the Wilderness: The Development of Social Relations in the Carthusian Order, 1084-1340	Etd
und:db78tb11n27	Kari Marie Christoffersen	From a Model of the Nation to Models for Citizens: Religious References in U.S. Presidential Addresses	Etd
und:db78tb11n4x	Adam Mitchell Knaack	Stress-Strain Properties of Concrete Under Elevated Temperature	Etd
und:db78tb11p5k	Radha Krishna Ganti	A Stochastic Geometry Approach to the Interference and Outage Characterization of Large Wireless Networks	Etd
und:db78tb11p47	Eric William Hagedorn	The Language of Scientia: Ockham's Mental Language as the Subject Matter of Aristotelian Science	Etd
und:df65v694x2h	Charles F Vardeman II	Computational Studies of Metallic Glasses and Nanoparticles	Etd
und:df65v694x6w	Mark Hamilton Ross	Radiated Sound Generated By Airfoils in a Single Stream Shear Layer	Etd
und:df65v694x77	Joshua Mitchell Lee	Computational Studies on the Mechanism and Stereochemistry of Lewis Acid-Catalyzed Aldol Condensations and Other Molecular Modeling Studies	Etd
und:df65v694z4h	Ebrahim MolavianJazi	A Unified Approach to Gaussian Channels with Finite Blocklength	Etd
und:df65v694x8k	Jooyoung Cha	Penicillin-Binding Proteins in Pathogens: Characterizations of Catalytic Properties in Antibiotic Resistance	Etd
und:df65v694z04	Kelsey M. Stocker	Development and Application of Non-Periodic and Non-Equilibrium Molecular Dynamics Simulation Methods	Etd
und:df65v694z35	Leslie Danette Patterson	Syntheses of Desferrioxamine B Conjugates for Use in Antibiotic Delivery and Iron Overload Diseases	Etd
und:df65v694x9x	Darcy A. Davis	Network-Centric Data Mining for Medical Applications	Etd
und:df65v694z2t	Caitlin Spencer Mills	How Do Extrinsic Value and Text Difficulty Impact Engagement during Learning? An Experimental Approach	Etd
und:df65v69500q	Kyle Stewart Haygarth	Radiolysis Studies in Supercritical Water	Etd
und:df65v694z7j	Raymond Paul Seekell	Dynamics of Dense Microgel Suspensions	Etd
und:df65v695012	Elizabeth L. Antus	The Doors of the Soul: A Critical Augustinian Account of Self-Love	Etd
und:df65v695132	Andre P. Audette	The Religious Bases of Latino/a Political Participation	Etd
und:dj52w37864j	Abigail L Palko	Motherhood, Declined: Negotiating Maternal Subjectivities in Irish and Caribbean Novels, 1934 - 2007	Etd
und:dj52w378667	Jeffrey Munson Carney	Intramolecular Hydroamination of Alkynes Catalyzed by Silver-Phenanthroline Complexes	Etd
und:dj52w37876j	Feng Shen	A Visually Interpretable Iris Recognition System with Crypt Features	Etd
und:dj52w37877w	John Anderson Hall	The Sacraments in the Compilatio Questionum Theologie of Magister Martinus: Critical Edition with Commentary	Etd
und:dj52w378903	Evan Harris	EMMA	Etd
und:dj52w378b0d	John Salvatore Marchese	Religion, Revolution, and the Realm of the Literary in Twentieth-Century Central American Prose	Etd
und:dn39x061g4c	Lionel Nicolas	Structural Revision, Stereochemical Assignment and Total Synthesis of Gephyronic Acid	Etd
und:dn39x061h4p	Choonkeun Kim	Aminoglycoside-Modifying Enzymes: Catalytic Mechanisms and Properties	Etd
und:dn39x061h20	Paul Joseph Scherz	Technology and Subjectivity in the Thought of Alasdair MacIntyre and Michel Foucault	Etd
und:dn39x061g8r	Raja Chakarvorty	Investigation of the Role of Compensation and Origin of Ferromagnetism in Ga<sub>1-x</sub>Mn<sub>x</sub>As Using Magnetic Circular Dichroism Studies	Etd
und:dn39x061h09	Karsten J. K. Steinhaeuser	Scalable Learning With Thread-Level Parallelism	Etd
und:dn39x061h51	Marc&#233;e Marie Turner	Personality Factors, Multicultural Exposure, and Cultural Self-Efficacy in a Model of White Fear	Etd
und:dn39x061h1n	Erin Elizabeth Daly	Stereotype and Generalization in Herodotus and the Temple of Athena Nike: The Creation of the Eastern Other	Etd
und:dn39x061j29	Marcia E Braun	Sleep and Emotions in Midlife: The Value of Restorative Sleep	Etd
und:dn39x061h6c	Carl Ross Berntsen	The Remote Microphone Probe for Unsteady Surface Pressure Measurement	Etd
und:dn39x061h9d	Enmamuelle Pardilla Delgado	Does Sleep Influence the Persistence of False Memories Across Long Delays?	Etd
und:dn39x061j0m	Jennifer Michelle Couture	A Search for Second Class Currents in the A=8 System	Etd
und:dn39x061j1z	Jessica Sarah Bilofsky Newman	Passages and Other Stories	Etd
und:dn39x061k0x	Kevin Rinz	Consequences of Voucher Programs for Private Schools	Etd
und:dn39x061j3n	Hallie Nuzum	Understanding Relations among Personality, Clinical Syndromes and Functioning	Etd
und:dr26xw44r6z	Pu Wan	Event-triggered Distributed Algorithms for Network Optimization	Etd
und:dr26xw44r8n	Shannon Rae Zentall	Early Parent-Child Relationship and Type of Parental Praise and Criticism as Predictors of Toddler Motivation on an Unsolvable Task	Etd
und:dr26xw44s06	Peng Li	Enhanced Permeability Dielectrics in Nanomagnet Logic	Etd
und:dr26xw44s99	Xue Rui	The Adsorption, Mineralization and Reduction of Metal Ions (Cadmium and Uranium) by Microorganisms in the Aqueous System	Etd
und:dr26xw44s8z	Victor Carmona	Neither Slave Nor Free: A Critique of U.S. Immigration Policy in Light of the Work of David Hollenbach, Gustavo Gutierrez, and Thomas Aquinas	Etd
und:dr26xw44t6k	Jessica Ann Hughes	The Quest for a Novelistic Jesus: Literary Relationships with Jesus in Victorian Realism	Etd
und:dr26xw44v2h	Sayanty Roy	Genetic Architecture and Transcriptomic Basis of Cadmium Response in <i>Daphnia magna</i>	Etd
und:dv13zs2823k	Geoffrey Henry Siwo	Predictive Modeling of Complex Malaria Phenotypes	Etd
und:dv13zs2824x	Maria O Jobbins	Syntheses of Hydroxamic Acid-Containing Bicyclic ß-Lactam Cores	Etd
und:dv13zs28227	Shashank V Maiya	Spectral Efficiency and Its Relation to Routing Strategies in Simple Communication Networks	Etd
und:dv13zs2826m	James Robert Hogan	Analysis of the Genomic Architecture of Anopheles Gambiae	Etd
und:dv13zs28169	David Karapetyan	On the well-posedness of the hyperelastic rod equation	Etd
und:dv13zs2820j	Stacy Lynn Hoehn	The Moduli Space of Compact Fiber Bundle Structures on a Fibration	Etd
und:dv13zs2832j	Joseph Stever Gallagher	The Impact of Host Galaxy Environment on the Photometric Properties of Type Ia Supernovae	Etd
und:dv13zs28316	Andr és Tovar	Bone Remodeling as a Hybrid Cellular Automaton Optimization Process	Etd
und:dv13zs2827z	Kelly Elizabeth Lane	Landscape Dynamics:  Genetics and Parasitism in Balinese Long-tailed Macaques (Macaca fascicularis)	Etd
und:dv13zs2833w	Peter Ryan	Sacred Ambiguity: Group Inclusivity and Distinctiveness at First Community Unitarian Universalist	Etd
und:dv13zs2842v	Kasey J Clear	Molecular Probes for Biomembrane Recognition	Etd
und:dv13zs28347	Katie Kristine Thorne	An Experimental Investigation of Compressible Dynamic Stall on a 2-D pitching airfoil	Etd
und:dv13zs2853h	Hao Wang	Coupled Plasmonics for TERS and Understanding of Quantum Effects in Plasmonic Junctions	Etd
und:dz010p1198p	Lindsay Elizabeth Ficke	Thermodynamic Properties of Imidazolium and Phosphonium Based Ionic Liquid Mixtures with Water or Carbon Dioxide	Etd
und:dz010p11b69	Mitchell O. Stokes	Quinean Meta-Ontology and Fictionalism	Etd
und:dz010p11b07	Amanda Georgeanne Michaels	Open Season: Fanfiction Theory Beyond 'Textual Poachers'	Etd
und:dz010p11b2x	Caroline Elizabeth Byrd	Gesturing May Not Always Make Learning Last	Etd
und:dz010p11c1w	Martina Cucchiara	"Bitter Times:" The Poor School Sisters of Notre Dame in Hitler's Germany, 1933 to 1945	Etd
und:dz010p11c0j	Brian Ray Novak	Molecular Simulation Studies of Heterogeneous Bubble Nucleation: Effects of Surface Chemistry and Topology	Etd
und:dz010p11c7z	James Wismer	<em>Res Novae: </em>Epicurean Metaphor in<em> De Rerum Natura</em>	Etd
und:f1881j94k87	Jeffrey Thomas Wickes	Out of Books, A World: The Scriptural Poetics of Ephrem the Syrian's <i>Hymns on Faith</i>	Etd
und:f1881j94m2g	Stephen L Erwin	Extraction of Full-Scale Dynamic Properties from Short Duration Records	Etd
und:f1881j94m5h	Velmurugan Balaraman	Hammerhead Ribozyme Mediated Suppression of Chikungunya Virus Replication in Vero Cells	Etd
und:f1881j94m45	David Andrew Pitt	Revising the Rite of Adult Initiation: The Structural Reform of the Ordo Initiationis Christianae Adultorum, Ordo Catechumenatus per Gradus Dispositus, 1964-1972	Etd
und:f1881j94m6v	Kate Nicholls	Europeanizing Responses to Labor Market Challenges in Greece, Ireland, and Portugal: The Importance of Consultative and Incorporative Policy-Making	Etd
und:f1881j94m8j	David A. Hartman	Toward an Understanding of How Religion Affects the Timing of Sexual Debuts: A Test of Smith's Framework	Etd
und:f1881j94n03	John M Holmes	Sustainable Energy Development	Etd
und:f1881j94n4g	Yiying Luo	Characterizing the Role of Cell Polarity Genes: Pard3, Lin7, and Scribble in Zebrafish Retina Development	Etd
und:f1881j94n65	Daniel J. Kim	The Political Economy of Corporate Governance and Reform: Industrial Policy, Financial Crises, and the Path of Corporate Governance Restructuring Policy	Etd
und:f1881j94n5t	Kathleen Targowski Ashenfelter	Simultaneous Analysis of Verbal and Nonverbal Data During Conversation: Symmetry and Turn-taking	Etd
und:f1881j94n34	Keefe Roedersheimer	A Study of the Impact of Multi-Leaf Collimator Rotation	Etd
und:f1881j94q5f	Madeline Ahmed Cronin	"The Politics of Taste: Mary Wollstonecraft and Jane Austen on the Cultivation of Democratic Judgment"	Etd
und:f4752f77w0v	Sean Michael Hoban	Natural and anthropogenic influences on population dynamics in butternut (Juglans cinerea L.)	Etd
und:f4752f77w2j	Patrick Meredith Gardner	Dante and the Suffering Soul	Etd
und:f4752f77w47	Catherine Rastovski	Metastable Vortex Lattice Dynamics in MgB<sub>2</sub> Studied by Small Angle Neutron Scattering	Etd
und:f4752f77w8m	David Andrew Teeter	Exegesis in the Transmission of Biblical Law in the Second Temple Period: Preliminary Studies	Etd
und:f4752f77x2v	Luling Yang	Shear Stiffness Modeling of Cemented Sand	Etd
und:f4752f77x8x	Nathaniel R. Myers	Death Matters: Lyric, Affect, and Ethics in British and Irish Elegy, 1960-2012	Etd
und:f4752f77z6j	Ana M. Jimenez-Moreno	Writing out of the Center: English Interwar Authors Reflect on the Legacy of the Mexican Revolution	Etd
und:f4752f78002	Jiazhuo Wang	New Approaches for Biological Structures Identification in Histology Tissue Images	Etd
und:f7623b6150p	Brian Gerald Morgen	Friction-Damped Unbonded Post-Tensioned Precast Concrete Moment Frame Structures for Seismic Regions	Etd
und:f7623b61542	Nathan L Whitfield	Hydrogen Sulfide and its Potential Role as an Oxygen Sensor	Etd
und:f7623b61600	Neal Manu Patel	Crashworthiness Design using Topology Optimization	Etd
und:f7623b61573	Kuldeep Niraula	Addressing the Neglect of Local Peacebuilding Practices Through Documentaries: A Case of Everyday Gandhis	Etd
und:f7623b6167d	Song Guo	Scanning Tunneling Microscopy Studies of Dinuclear Organometallic Molecules on Au(111)	Etd
und:f7623b6168r	James E. Helmer	The Rights of Peoples? A Theological Analysis of Cultural Rights	Etd
und:f7623b6161b	Kathleen Patricia McCoy	Early Childhood Exposure to Constructive and Destructive Marital Conflict and Adolescent Social Adjustment	Etd
und:f7623b61662	Sunil Srinivasa	Modeling Interference in Uniformly Random Wireless Networks: Theory and Applications	Etd
und:f7623b6165q	Ryan M Sweeny	Making Sense of the Mozart Effect: Correcting the Problems Created by Null Hypothesis Significance Testing	Etd
und:f7623b6162p	Lavaughn A Pritchard	The Link Between Financial Liberalization and Financial Crisis: A Case Study of Trinidad and Tobago	Etd
und:fb494744f63	Ling Sun	Role of Hemodynamic Shear Stress Abnormalities in Calcific Aortic Valve Disease	Etd
und:fb494744f4d	Joseph Paul Vasquez, III	International Politics by Ordinary Means:  Conscription's Constraining Effect on Democracies Waging War	Etd
und:fb494744f32	Gail Maureen Mulligan	The Participation of Language Minority Families in Formal School Activities	Etd
und:fb494744f2q	Xiaoyang Chen	Curvature and Riemannian Submersions	Etd
und:fb494744g0b	David R. Swartz	Left Behind: The Evangelical Left and the Limits of Evangelical Politics, 1965-1988	Etd
und:fb494744g52	Sarah S Roley	The Influence of Floodplain Restoration on Stream Ecosystem Function in an Agricultural Landscape	Etd
und:fb494744g4q	Manshu Yang	Treatment Effects in Randomized Longitudinal Trials with Different Types of Non-Ignorable Dropout	Etd
und:fb494744h72	Linlin Liu	Essays on Asset Returns and Portfolio Allocation	Etd
und:fb494744h8d	Nicole Lyn Sund	Preasymptotic Approaches to Upscaling of Diffusion Limited Transport of Solutes	Etd
und:ff365427r23	Meggan Evelyn Valrance	Role of the Vitamin D Receptor in 1,25-Dihydroxyvitamin D3-Mediated Growth Arrest and Apoptosis	Etd
und:ff365427r3f	Lai Wei	Bandwidth-Efficient Partnering for Cooperative Diversity	Etd
und:ff365427r0d	Nadine Shillingford	A Framework for Configuration and Management of Quality-of-Service (QoS) in Wireless Mesh Networks	Etd
und:ff365427q8v	Nicholas Alan Lynchard	Addictive Substance Familiarity: Prior Knowledge Effects in Comprehension and Recall	Etd
und:ff365427q96	Benjamin Chleboun	Negotiated Gratitude: Resettled Refugees and Social Support	Etd
und:ff365427q65	Iris Amy Law	Physics at the Dinner Table	Etd
und:ff365427r85	Rui Ma	Apoptosis of Breast and Colon Carcinoma Cells by Inhibitors of Glycolipid and DNA Biosynthesis	Etd
und:ff365427r7t	Srinath Puducheri Sundaravaradhan	Distributed LT Codes	Etd
und:ff365427s0q	Xiaofei Cui	Destruction of Escherichia coli in Combined Sewer Overflow by Ultrasonication and Electrochemical Processes	Etd
und:ff365427s8g	Bryant Crubaugh	Not All Civic Action Is Equal: How Place-Based and Identity-Based Civic Organizations Differentially Impact Neighborhoods and Cities	Etd
und:ff365427t32	Aryanne D. de Silva	Marital Conflict Exposure and Emotional Security as Predictors of Adolescents' Dating Conflict	Etd
und:fj23611108p	Elaine MacDonald	Low Energy Orthopedic Instruments and Fixation Strategies	Etd
und:fj23611105n	Xiangning Luo	Resistive CrOx Thin Film for Single-electron Devices	Etd
und:fj23611103z	Ryan N. Lichtenwalter	Network Analysis and Link Prediction: Effective and Meaningful Modeling and Evaluation	Etd
und:fj236111049	Pedro Sztybel	Automatic Shifts of Spatial Attention to Symbolic Cues that Convey Information About Direction and Distance	Etd
und:fj23611117n	Garrett Smith	The Problem of Divine Attributes from Thomas Aquinas to Duns Scotus	Etd
und:fj236111169	Joseph Bartholomew Gianino	Development of Titanocene-Catalyzed Multicomponent Coupling Reactions	Etd
und:fn106w9491p	Qingmin Liu	Tunnel Diode/Transistor Integrated Circuits	Etd
und:fn106w9490b	Jogender Singh	Role of the ARF6 GTPase in Epithelial Gland Morphogenesis	Etd
und:fn106w9488s	Kathryn Lynn Gardner	Constructing and Deconstructing Islam in the Western State:   A Comparative Look at the Politicization of Religion in France, Great Britain, and the United States, 1945-2008	Etd
und:fn106w94921	Patricia Snell Herzog	People in Context: Perceptions of Social Dissonance and Community Involvement	Etd
und:fn106w9487f	Zhanwei Sun	Design and Implementation of Sequence Detection Algorithms for Dynamic Spectrum Access Networks	Etd
und:fn106w9493c	David Alan Cieslak	Finding Problems In, Proposing Solutions to, and Performing Analysis on Imbalanced Data	Etd
und:fn106w94952	Melinda Nielsen	Impersonating Boethius in Middle English Literature	Etd
und:fn106w9499f	James Buckingham Leighton	Pressure and Diffusion Driven Bubble Growth on a Static Surface	Etd
und:fn106w9494q	Travis A Eisenhour	Experimental and Numerical Investigations of the Bending Characteristics of Laminated Steel	Etd
und:fn106w94b0n	Ivan Gregoretti	Modeling Microtubule Dynamic Instability	Etd
und:fn106w9496d	Jennifer Rose Stutzman Rodriguez	The Ethics of War and Peace: Competing Traditions	Etd
und:fn106w94b10	Elijah Park	Flight Manifest	Etd
und:fn106w94b2b	Martin Beisswenger	Petr Nikolaevich Savitskii (1895 åÐ 1968) and the Invention of "Eurasia"	Etd
und:fn106w94c19	Mohamed Wajdi Ben Hammed	On Postcolonial Libya: The Structure of Ambivalence and the Ambivalence of the Structure in Hisham Matar's <em>In the Country of Men </em>	Etd
