id	creator	title	model
und:5q47rn3223n	McNeill, Donald P.	Donald P. McNeill Papers	FindingAid
und:5q47rn3229q	Xaverian Brothers	Xaverian Brothers Records	FindingAid
und:5q47rn32271	Hudson, Daniel E. (Daniel Eldred), 1849-1926.	Daniel E. Hudson Papers	FindingAid
und:5q47rn3232m	Berta, David	David Berta Photographs	FindingAid
und:5t34sj15b73	Keller, Edward A.	Edward A. Keller Papers	FindingAid
und:5t34sj15b3q	Clinton County (Ill.) Dept. of the County Clerk.	Clinton County (Ill.) Dept. of the County Clerk Records	FindingAid
und:5t34sj15b5d	Rouquette, Adrien Emmanuel, 1813-1887.	Adrien Emmanuel Rouquette Papers	FindingAid
und:5t34sj15b9s	Gleason, Philip.	Philip Gleason Papers	FindingAid
und:5t34sj15c1b	Boland, John P., 1888-1968.	John P. Boland Papers	FindingAid
und:5x21td98m30	Julie Tanaka	Julia P. Brown Letters	FindingAid
und:5x21td98m5p	Eccleston, Charles A.	Charles A. Eccleston Papers	FindingAid
und:5x21td98m92	Hurley, Edward Nash, 1864-1933.	Edward Nash Hurley Papers	FindingAid
und:5x21td98m7c	Perché, Napoleon Joseph, 1805-1883.	Napoleon Joseph Perché Papers	FindingAid
und:5x21td98n4n	Conyngham, David Power, 1840-1883	David Power Conyngham Papers	FindingAid
und:5x21td98n1m	Coughlin, Charles E. (Charles Edward), 1891-1979	Charles Coughlin Collection	FindingAid
und:6108v981w77	Rosen, Peter, 1850-1906.	Peter Rosen Papers	FindingAid
und:6108v981x1g	Glickstein, Howard A.	Howard A. Glickstein Papers	FindingAid
und:6108v981w5j	Maritain, Jacques, 1882-1973.	Jacques Maritain Manuscript and letter	FindingAid
und:6108v981w9x	Kenna, Howard J., 1901-1973	Howard J. Kenna Papers	FindingAid
und:6108v981x35	Bosler, Raymond T.	Raymond T. Bosler Papers	FindingAid
und:6108v98244n	Ginzburg, Arina, 1937- 	Arina S. and Aleksandr I. Ginzburg Papers 	FindingAid
und:6395w66549x	Richards, Eliakim, 1775-1852	Richards and Lincoln Family Papers	FindingAid
und:6395w665597	Preuss, Arthur, 1871-1934	Arthur Preuss Papers	FindingAid
und:6395w66561s	Conference on the History of Women Religious	Conference on the History of Women Religious Records	FindingAid
und:6395w66563g	Hagerty, Cornelius, 1885-1977.	Cornelius Hagerty Papers	FindingAid
und:6395w66557j	Green, Jerome J., 1866-1943	Jerome J. Green Clipping	FindingAid
und:6395w66566h	University of Notre Dame. DeBartolo Center for the Performing Arts.	DeBartolo Center for the Performing Arts Records	FindingAid
und:6682x348g1v	Kervick, Francis W. (Francis William Wynn), 1883- 1962.	Francis W. Kervick Papers	FindingAid
und:6682x348g3j	Gillen, Martin J.	Martin J. Gillen Photographs	FindingAid
und:6682x348f99	Stevens, Richard	Richard Stevens Photographs	FindingAid
und:6682x348f7m	McMahon, Francis E. (Francis Elmer), 1906-1987.	Francis E. McMahon Correspondence	FindingAid
und:6682x348g57	Bowman, David J.	David J. Bowman Papers	FindingAid
und:6682x348j1g	Doyle, Joseph Arthur	Joe Doyle Papers	FindingAid
und:6969z031r3c	International Commission on English in the Liturgy	International Commission on English in the Liturgy Records	FindingAid
und:6969z031r1p	Catholic Church. Congregatio de Propaganda Fide.	Catholic Church. Congregatio de Propaganda Fide Records	FindingAid
und:6969z031q94	Gregory, Brother	Brother Gregory Diary	FindingAid
und:6969z031r83	The Grail	The Grail Records	FindingAid
und:6969z031r52	Chacon, Eusebio	Eusebio Chacon Photographs	FindingAid
und:6d56zw15157	MacEoin, Gary, 1909-	Gary MacEoin Papers	FindingAid
und:6d56zw1511v	Rothensteiner, John E. (John Ernest), 1860-1936.	John E. Rothensteiner Papers	FindingAid
und:6d56zw1513j	Untener, Kenneth E.	Kenneth E. Untener Papers	FindingAid
und:6d56zw15099	Mildred, Sister M.	Sister M. Mildred Letters received	FindingAid
und:6d56zw1517x	University of Notre Dame. Boxing Club.	Notre Dame: Boxing Club Records	FindingAid
und:6d56zw15335	Costello, Donald P.	Donald P. Costello Papers	FindingAid
und:6h440r9893z	Department of Public Relations, Haley / Gibbons	Department of Public Relations / Special Events and Protocol: Haley / Gibbons	FindingAid
und:6h440r98918	Gillen, Paul, 1810-1882.	Paul Gillen Papers	FindingAid
und:6h440r9895n	Christian Family Movement	International Confederation of Christian Family Movements Records	FindingAid
und:6h440r98b07	Horsbrugh, Patrick	Patrick Horsbrugh Papers	FindingAid
und:6h440r9897b	Cherico, Daniel J.	Daniel Cherico Collection	FindingAid
und:6m311n81k1t	Monica, Sister, 1892-	Sister Monica Papers	FindingAid
und:6m311n81k9k	University of Notre Dame. Breen Phillips Hall. Rector.	Notre Dame: Breen Phillips Hall Rector Records	FindingAid
und:6m311n81k7w	Carey, Graham, collector.	Graham Carey Clippings	FindingAid
und:6m311n81k56	Kilroy, Edmund B., 1830-1904.	Edmund B. Kilroy Papers	FindingAid
und:6m311n81k3h	Runkle, Donald	Donald Runkle Collection	FindingAid
und:6m311n81n5t	DesRosiers, Elaine	Elaine DesRosiers Papers	FindingAid
und:6q182j64v77	Saint Joseph County (Ind.)	Saint Joseph County (Ind.) Civil War Records	FindingAid
und:6q182j64v5j	Registrar of the University of Norte Dame	Registrar: Office Files	FindingAid
und:6q182j64v3v	St. John's Cathedral School for Boys (Milwaukee, Wis.)	St. John's Cathedral School for Boys (Milwaukee, Wis.) Records	FindingAid
und:6q182j64v9x	Callahan, Charles Martin	Charles Martin Callahan Papers	FindingAid
und:6q182j64w2t		Ronald E. McNair Scholars Program Records	FindingAid
und:6t053f4847k	Kroc Institute for International Peace Studies	Kroc Institute for International Peace Studies Records	FindingAid
und:6t053f48436	Montalembert, Charles Forbes, comte de, 1810-1870.	Charles Forbes Montalembert Letters received	FindingAid
und:6t053f4851t	Physical Plant / Facilities Engineering	Notre Dame: Physical Plant / Facilities Engineering	FindingAid
und:6t053f4845w	James E. Murphy, Associate Vice-President of University Relations	Associate VP University Relations (James E. Murphy)	FindingAid
und:6t053f48498	University of Notre Dame Archives	Congregation of Holy Cross Collection	FindingAid
und:6t053f48676	Ulrich, Eugene, 1938-	Eugene Ulrich Papers	FindingAid
und:6w924b31d73	Pierz, Francis X., 1785-1880.	Francis X. Pierz Papers	FindingAid
und:6w924b31d5d	Fox, Thomas	Thomas Fox Papers	FindingAid
und:6w924b31d9s	Intercommunity Justice and Peace Center	Intercommunity Justice and Peace Center Records	FindingAid
und:6w924b31f4c	National Black Catholic Clergy Caucus	National Black Catholic Clergy Caucus Records	FindingAid
und:6w924b31f1b	Notre Dame Chorale	Notre Dame Chorale	FindingAid
und:70795714p5s	Hinsenkamp, Henry E.	Henry E. Hinsenkamp Papers	FindingAid
und:70795714p7g	Universitiy of Notre Dame. Vice President for Public Relations and Development / University Relations.	Notre Dame Vice President for Public Relations and Development / University Relations Records	FindingAid
und:70795714q1q	Cashman, Edward	Edward Cashman Papers	FindingAid
und:70795714q3d	Brennan, Thomas J., 1898-1972.	Thomas J. Brennan Papers	FindingAid
und:70795714p95	Kirsch, Alexander Marion, 1855-1923.	Alexander Marion Kirsch Papers	FindingAid
und:70795714r9s	Dukeman, Heather Gollatz	Heather Gollatz Dukeman Collection	FindingAid
und:73666397z7r	Notre Dame Women's Caucus	Notre Dame Women's Caucus Collection	FindingAid
und:73666398018	Council for the International Lay Apostolate	Council for the International Lay Apostolate Papers	FindingAid
und:73666398060	Kenneth M. Sayre	Kenneth M. Sayre Papers	FindingAid
und:7366639803z	University of Notre Dame. Chaplain and Prefect of Religion.	Notre Dame: University Chaplain and Prefect of Religion to 1970	FindingAid
und:73666397z9f	Tomaszewski, Pascal	Pascal Tomaszewski Photographs	FindingAid
und:76537081798	Crowley, Patrick and Patricia	Patrick and Patricia Crowley Papers	FindingAid
und:7653708181t	University of Notre Dame. Archives.	Ku Klux Klan and Notre Dame Collection	FindingAid
und:7653708177k	Ryan, Abram Joseph, 1839-1886.	Abram Joseph Ryan Letters	FindingAid
und:76537081b1f	Pilarczyk, Daniel E.	Daniel E. Pilarczyk Papers	FindingAid
und:76537081856	Bergin, Thomas P.	Thomas P. Bergin Papers	FindingAid
und:7653708183h	University of Notre Dame. College of Science.	Notre Dame: College of Science Records	FindingAid
und:79407w64j1q	Brothers of the Poor of St. Francis	Brothers of the Poor of St. Francis Records	FindingAid
und:79407w64j3d	University of San Francisco. Institute of Lay Theology.	Institute of Lay Theology Records	FindingAid
und:79407w64h95		Social Justice Papers	FindingAid
und:79407w64j53	Chroust, Anton-Herman, 1907-	Anton-Herman Chroust Papers	FindingAid
und:79407w64j84	University of Notre Dame. School of Architecture.	Notre Dame School of Architecture Records	FindingAid
und:7h149p3137z	Congregation of Holy Cross. Indiana Province	Congregation of Holy Cross: Indiana Province Records	FindingAid
und:7h149p3140v	Stritch, Thomas, 1912-	Thomas Stritch Papers	FindingAid
und:7m01bk14c9q	Breig, Joseph A. (Joseph Anthony), 1905-	Joseph A. Breig Papers	FindingAid
und:7m01bk14c71	Congregation of Holy Cross	Congregation of Holy Cross: Canadian Province Records	FindingAid
und:7m01bk14c5b	University of Notre Dame. Helen Kellogg Institute for International Studies.	Helen Kellogg Institute for International Studies Records	FindingAid
und:7m01bk14f5z	University of Notre Dame.	Notre Dame Scrapbook C	FindingAid
und:7p88cf97g9p	Roskina, Natalia Aleksandrovna (1927-1989)	Natalia A. and Irina V. Roskina papers	FindingAid
und:7p88cf97n97	Cirillo, Marie, 1929-	Marie Cirillo Papers	FindingAid
und:7p88cf97n7j	University of Notre Dame. Committee on International Relations.	Committee on International Relations Records	FindingAid
und:7p88cf97n5v	Institute for Pastoral & Social Ministry / for Church Life	Institute for Pastoral & Social Ministry / for Church Life	FindingAid
und:7p88cf97n35	O'Callaghan, Eugene, 1831-1901.	Eugene O'Callaghan Papers	FindingAid
und:7s75db80w4r	Rogers, Nathaniel, 1598-1655	Nathaniel Rogers Sermon Notebook	FindingAid
und:7s75db80x5d	Sadlier Publishing Company.	Sadlier Publishing Company Records	FindingAid
und:7s75db80x3q	Waldeck-Rousseau, Pierre Marie Rene Ernest, 1846-1904.	Pierre Marie Rene Ernest Waldeck-Rousseau Letters sent to Henry A. Riviere	FindingAid
und:8049g447g1r	Pimenov, Revolt Ivanovich (1931-1990)	Irena S. Verblovskaia-Revolt I. Pimenov	FindingAid
und:8049g447g54	Conklin, Richard W.	Edmund A. Stephan Papers	FindingAid
und:8049g447j94	University of Notre Dame.	Notre Dame Scrapbook G	FindingAid
und:8336h130r92	University of Notre Dame. Printing and Publications Office.	Notre Dame Publications Office Records	FindingAid
und:8336h130s1m	Minnesota Historical Society.	John Ireland Papers	FindingAid
und:8336h130r7c		Charles Curran Boycott Papers	FindingAid
und:8623hx1417j	Burke family.	Burke family Papers	FindingAid
und:8623hx14197	Sandeen, Ernest Emanuel, 1908-	Ernest Sandeen Papers	FindingAid
und:8910js9799h	John N. Cackley Jr.	John N. Cackley Jr. Papers	FindingAid
und:8c97kp80m1v	Satolli, Francesco, 1839-1910.	Francesco Satolli Papers	FindingAid
und:8c97kp80k99	Casasanta, Joseph J., 1901-1968	Joseph J. Casasanta Papers	FindingAid
und:8c97kp80m57	Cunningham, W. F. (William Francis), 1885-1961.	W. F. Cunningham Papers	FindingAid
und:8c97kp80m7x	Abell, Aaron Ignatius, 1903-1965.	Aaron Ignatius Abell Papers	FindingAid
und:8c97kp80m3j	Kenkel, Frederick, 1863-1952.	Frederick Kenkel Papers	FindingAid
und:8g84mk63w59	Irish Republic	Irish Republic Collection	FindingAid
und:8g84mk63w70	Collegiate Jazz Festival	Collegiate Jazz Festival	FindingAid
und:8g84mk63w3m	University of Notre Dame. Provost.	Notre Dame Provost (Burtchaell, O'Meara, Hatch)	FindingAid
und:8p58pc30f5g	John W. Cavanaugh, President of the University of Notre Dame	President 1905-1919: J.W. Cavanaugh	FindingAid
und:8p58pc30f3s	Herman, E. W.	E. W. Herman Papers	FindingAid
und:8s45q813q5j	Sheed & Ward	Sheed & Ward Records	FindingAid
und:8s45q813q77	Kennedy, Eugene C.	Eugene C. Kennedy Papers	FindingAid
und:8s45q813q9x	Coquillard / Voll Family	Coquillard / Voll Family Collection	FindingAid
und:8s45q813r1g	Business Manager of Athletics	Notre Dame: Business Manager of Athletics	FindingAid
und:8w32r497053	Coquillard family.	Alexis Coquillard Family papers	FindingAid
und:9019s18085z	McLaughlin, Patrick, 1836-ca. 1890.	Patrick McLaughlin Papers	FindingAid
und:9019s18087n		Notre Dame Scrapbook A	FindingAid
und:9019s18089b	Knights of Columbus Post 1477 (Notre Dame, IN)	Knights of Columbus Post 1477 (Notre Dame, IN) Records	FindingAid
und:9306sx63j97	National Congress of Religious	National Congress of Religious Meeting at ND	FindingAid
und:9306sx63j7j	Mulcahy, Francis P.	Francis P. Mulcahy Papers	FindingAid
und:9593tt46t7k	Rosecrans, William S. (William Starke), 1819-1898.	William S. Rosecrans Papers	FindingAid
und:9593tt46v1t	Kommers, Donald	Donald Kommers Student papers	FindingAid
und:9593tt46t98		Notre Dame Scrapbook B	FindingAid
und:9880vq3041n	University of Notre Dame. Quarterback Club.	Quarterback Club	FindingAid
und:9880vq30393	Hellmuth, Paul	Paul Hellmuth Collection	FindingAid
und:9880vq3043b	Indiana Sesquicentennial Manuscript Project	Indiana Sesquicentennial Manuscript Collection	FindingAid
und:9880vq30451	Catholic Library Association.	Catholic Library Association Correspondence	FindingAid
und:9c67wm13d72	Joyce Athletic and Convocation (ACC) Manager, Manager	Notre Dame: Joyce Athletic and Convocation Center (ACC) Manager	FindingAid
und:9k41zc79z1b	Dickman, J. T. (Joseph Theodore), 1857-1927.	J. T. Dickman Papers	FindingAid
und:9k41zc79z31	Congregation of Holy Cross.	Notre Dame Scrapbook F	FindingAid
und:9s161546j1z	Catholic Church. Archdiocese of Chicago (Ill.)	Archdiocese of Chicago Collection	FindingAid
und:9s161546h9d	University of Notre Dame. Department of Aerospace and Mechanical Engineering.	Department of Aerospace and Mechanical Engineering Records	FindingAid
und:9w032230c23	Ó Concheanainn, Pádraig	Pádraig Ó Concheanainn Papers	FindingAid
und:9z902z1325q	Sullivan, Mary	Mary Sullivan Papers	FindingAid
und:9z902z13293	Kertesz, Stephen Denis, 1904-1986.	Stephen Denis Kertesz Papers	FindingAid
und:9z902z1327d	South Bend (Ind.)	South Bend (Ind.) Records	FindingAid
und:9z902z1333b	Catholic Church. Archdiocese of Cincinnati (Oh.)	Archdiocese of Cincinnati Collection	FindingAid
und:9z902z1331n	University of Notre Dame. Archives.	Daguerreotypes and Ambrotypes Collection	FindingAid
und:b2773t96c17	Mulligan, James A. (James Adelbert), 1830-1864.	James A. Mulligan Papers	FindingAid
und:b2773t96c3x	Carroll, John J. (John Joseph), 1856-1916.	John J. Carroll Papers	FindingAid
und:b2773t96b9p	Maurice Lavanoux	Society for the Renewal of Christian Art Papers	FindingAid
und:b5644q79n5p	Association of Chicago Priests.	Association of Chicago Priests Records	FindingAid
und:b5644q79n30	D'Alelio, G. F. (Gaetano Frank), 1909-	G. F. D'Alelio Papers	FindingAid
und:b5644q79n19	Kunkel, Norlene, 1931-	Norlene Kunkel Papers	FindingAid
und:b8515m62x57	Callahan, Patrick Henry, 1866-1940.	Patrick Henry Callahan Papers	FindingAid
und:b8515m62x3j	Shaw, John Bennett	John Bennett Shaw Papers	FindingAid
und:b8515m62x1v	Clarke, Richard H. (Richard Henry), 1827-1911.	Richard H. Clarke Papers	FindingAid
und:bc386h4667j		Association of Contemplative Sisters Records	FindingAid
und:bc386h46635	Bardstown (Ky.). Board of Trustees.	Bardstown (Ky.). Board of Trustees Records	FindingAid
und:bc386h4661g	South Bend Tribune (Firm).	South Bend Tribune (Firm) Printed material	FindingAid
und:bc386h4665v	Department of American Studies	Department of American Studies	FindingAid
und:bg257d29g37	University of Notre Dame. Community Relations.	Notre Dame Community Relations Records	FindingAid
und:bg257d29g1j	Wurzer, F. Henry	F. Henry Wurzer Papers	FindingAid
und:bk128912r5g	Notre Dame Club of Kentucky.	Notre Dame Club of Kentucky Records	FindingAid
und:bk128912r9v	University of Notre Dame. Director of Athletics.	Notre Dame: Director of Athletics 1981-1987: Corrigan Records	FindingAid
und:bk128912r75	Darby, Thomas J.	Thomas J. Darby Scrapbooks	FindingAid
und:bn99959619n		Clergy and Religious Printed Material	FindingAid
und:bv73bz62k5q	Collins, Clifford M.	Clifford M. Collins Papers	FindingAid
und:bz60cv45v5s		Sorin Birthplace Commemoration Collection	FindingAid
und:bz60cv45w1q	Davis, Joseph M. 1927-	Joseph M. Davis Papers	FindingAid
und:bz60cv45v95	Lambing, Andrew Arnold, 1842-1918.	Andrew Arnold Lambing Manuscripts	FindingAid
und:bz60cv45v7g	Congregation of Holy Cross.	Congregation of Holy Cross Records	FindingAid
und:bz60cv45w3d	Director of Athletics, Rosenthal	Athletic Director 1987-1995: Rosenthal	FindingAid
und:7d278s47t3r	Rockne, Knute, 1888-1931.	Knute Rockne Papers	FindingAid
und:7d278s47t12	Rauch, Rufus William, 1904-	Rufus William Rauch Papers	FindingAid
und:7d278s47s9h		Saint Augustin V. Schoeffler Collection	FindingAid
und:7d278s47t74	Brownson, Henry F., (Henry Francis), 1835-1913.	Henry F. Brownson Papers	FindingAid
und:7d278s47t5f	University of Notre Dame. Center for the Study of Man in Contemporary Society.	Notre Dame: Center for the Study of Man in Contemporary Society Records	FindingAid
und:7d278s47w3c	Burtsell, Richard Lalor, 1840-1912	Richard L. Burtsell Diary	FindingAid
und:7h149p31358		Catholic institutions printed material	FindingAid
und:7h149p3133k	Sullivan, Patrick J., 1929-	Patrick J. Sullivan Papers	FindingAid
und:7h149p3131w	Moore, William S.	William S. Moore Papers	FindingAid
und:7m01bk14c3n	Ryan, Joseph C., (Joseph Coleman), 1902-1976.	Joseph C. Ryan Papers	FindingAid
und:7m01bk14c1z	Sheridan, William, 1925-	William Sheridan Addresses	FindingAid
und:7s75db80x73	Kline, Jake, 1895-	Jake Kline Papers	FindingAid
und:7s75db80z1b	Berkery, John J., d. 1989.	John J. Berkery Papers	FindingAid
und:7s75db80x9s	University of Notre Dame. Charles and Margaret Hall Cushwa Center for the Study of American Catholicism.	Notre Dame: Cushwa Center for the Study of American Catholicism Records	FindingAid
und:7s75db81070	University of Notre Dame.	Notre Dame Scrapbook E	FindingAid
und:7w62f764694	Holy Cross Mission (Keystone, Iowa)	Holy Cross Mission (Keystone, Iowa) Records	FindingAid
und:7w62f76471p	Sorin, Edward	Congregation of Holy Cross: Edward Sorin Records	FindingAid
und:7w62f76467f	Fitzpatrick, John, 1807-1881.	John Fitzpatrick Papers	FindingAid
und:7w62f76465r	Hemenway, Abby Maria, 1828-1890	Abby Maria Hemenway Collection	FindingAid
und:8049g447h12	Cullen, John Paul.	John Paul Cullen Papers	FindingAid
und:8049g447g9h	Woodward, Kenneth L.	Kenneth L. Woodward Papers	FindingAid
und:8049g447h3r	University of Notre Dame. Academic Services for Student Athletes.	Notre Dame: Academic Advising for Athletes Records	FindingAid
und:8049g447g7t	Salazar, Emilio	Emilio Salazar Collection	FindingAid
und:8336h130s39	Archives of the University of Notre Dame	Civil War Collection	FindingAid
und:8623hx14255	University of Notre Dame. Athletics Department.	Assistant and Associate Athletic Directors Records	FindingAid
und:8623hx1421s	Thomas A. Kelly	Thomas A. Kelly Collection	FindingAid
und:8623hx1423g	Catholic Committee on Urban Ministry	Catholic Committee on Urban Ministry	FindingAid
und:8623hx1441d	University of Notre Dame.	Notre Dame Scrapbook H	FindingAid
und:8910js97b12	University of Notre Dame. Associate and Assistant Provosts.	Associate and Assistant Provosts Records	FindingAid
und:8910js97b5f	University of Notre Dame. Collegiate Jazz Festival.	Joseph Carey Collegiate Jazz Festival Collection	FindingAid
und:8910js97b3r	National Library of Ireland.	National Library of Ireland Irish historical records	FindingAid
und:8c97kp80p35	Congregation of Holy Cross. Indiana Province.	University of St. Mary of the Lake Records	FindingAid
und:8g84mk63w1x	Fogarty, J. Paul	J. Paul Fogarty Papers	FindingAid
und:8k71ng4757b	Curran, John Joseph, 1859-1936.	John Joseph Curran Papers	FindingAid
und:8k71ng4755n	Westley, Richard J., compiler.	William Kenneally Papers	FindingAid
und:8k71ng47518	Delahunty, Cornelius A., 1830-1915.	Cornelius A. Delahunty Papers	FindingAid
und:8k71ng4753z	Sauvage, George M., 1873-1951.	George M. Sauvage Papers	FindingAid
und:8k71ng47591	Catholic Church. Archdiocese of Baltimore (Md.)	Archdiocese of Baltimore Collection	FindingAid
und:8k71ng47758	Schlereth, Thomas J.	Thomas J. Schlereth Collection	FindingAid
und:8p58pc30f75	Irish College, (Rome, Italy).	Irish College Correspondence	FindingAid
und:8p58pc30f9v	Jablonski, Carol J.	Carol J. Jablonski Papers	FindingAid
und:8s45q813q3v	Chamberlain, Orville T. (Orville Tryon), 1841-1929.	Orville T. Chamberlain Family papers	FindingAid
und:8w32r497111	Mullin, Charles J., 1916-1975	Charles J. Mullin Papers	FindingAid
und:8w32r49709g	University of Notre Dame. Office of International Student Affairs.	International Student Affairs Records	FindingAid
und:8w32r49707s	Matthew J. Walsh, President of the University of Notre Dame	Notre Dame President 1922-28: Rev Matthew J. Walsh	FindingAid
und:9019s18093k	Catholic Church. Archdiocese of Boston (Mass.)	Archdiocese of Boston Collection	FindingAid
und:9019s180c05	John MacHale	John MacHale Letter	FindingAid
und:9019s18091w	University of Notre Dame. Cavanaugh Hall Rector.	Cavanaugh Hall Rector 1963-1990: Miceli Records	FindingAid
und:9306sx63k3g	Wilber, Charles K.	Charles K. Wilber Papers	FindingAid
und:9306sx63k1s	Mishawaka, (Ind.). City Council.	Mishawaka, (Ind.). City Council Records	FindingAid
und:9593tt46v3h	Commonweal	Commonweal Records	FindingAid
und:9593tt46v56	University of Notre Dame. Baseball Office.	University of Notre Dame. Baseball Office. Records	FindingAid
und:9c67wm13d5c	CFM / YCW / YCS Coordinating Committee	CFM / YCW / YCS Coordinating Committee Records	FindingAid
und:9c67wm13c9f	Gillmore, Quincy Adams, 1825-1888.	Quincy Adams Gillmore Manuscript	FindingAid
und:9c67wm13d10		Campus Views of the University of Notre Dame Scrapbooks	FindingAid
und:9c67wm13d3p	Konya, Erma	Erma Konya Kess Papers	FindingAid
und:9g54xg96p7b	University of Notre Dame. Archives.	Catholic Literature for Children Collection	FindingAid
und:9g54xg96p5n	Urban Institute	Urban Institute	FindingAid
und:9g54xg96p3z	Vice President for Public Affairs and Communications	Vice President for Public Affairs and Communications Records	FindingAid
und:9g54xg96p18	Wurzer, Henry C.	Henry C. Wurzer Papers	FindingAid
und:9k41zc79z5q	Kormendi, Eugene	Eugene and Elizabeth Kormendi Papers	FindingAid
und:9k41zc79z7d		Catholic Church. Diocese of Albany Collection	FindingAid
und:9k41zc79z93	Alumni Continuing Education	Notre Dame: Alumni Continuing Education	FindingAid
und:9p29086379b	Cloyd, Gregory	Gregory Cloyd Collection	FindingAid
und:9p29086377n	O'Brien, John A., 1838-1917.	John A. O'Brien Scrapbook	FindingAid
und:9p29086375z	Schmitz, Roger	Roger Schmitz Offprints	FindingAid
und:9p290863738	Home Mission Sisters of America.	Home Mission Sisters of America Records	FindingAid
und:9s161546h7q	Kerrigan, Anthony, 1918-1991.	Anthony Kerrigan Papers	FindingAid
und:9s161546h3b	Guilka, Therese.	Therese Guilka Papers	FindingAid
und:9s161546h51		Scrapbooks	FindingAid
und:9w032229n2t	Ramsey, Alfred W. (Alfred Winston), 1883-1955	Alfred W. Ramsey Papers	FindingAid
und:9w032229s9g	Armstrong, James E.	James E. Armstrong Papers	FindingAid
und:9w032229s7s	Kaiser, Robert Blair	Robert Blair Kaiser Papers	FindingAid
und:9w032229t11	Clements, L. Spalding	L. Spalding Clements Collection	FindingAid
und:9w032229s53	Holtz, Lou	Lou Holtz Papers	FindingAid
und:b2773t96b70	Spalding, Edyth	Edyth Spalding Papers	FindingAid
und:b2773t96d68	Banchoff, Thomas	Thomas Banchoff Papers	FindingAid
und:b5644q79m72	Goldsborough, Howes	Howes Goldsborough	FindingAid
und:b5644q79m9r	Saint Joseph County (Ind.)	Saint Joseph County (Ind.) Printed material	FindingAid
und:b5644q79q0k	South, Walter, 1863-1933	Walter South illustrated cycling journals	FindingAid
und:b8515m62w99	De Vere, Aubrey, 1814-1902	Aubrey DeVere Papers	FindingAid
und:b8515m62z8k	United States. Census Office.	United States Census Records	FindingAid
und:bc386h46426	Boston & Providence Railroad Corporation	Boston & Providence Railroad Corporation Correspondence	FindingAid
und:bc386h4659x	Newman, James E. (James Edward), 1922-	James E. Newman Papers	FindingAid
und:bg257d29g7m	O'Donnell, Charles L. (Charles Leo), 1884-1934.	Charles L. O'Donnell Papers	FindingAid
und:bg257d29g5x	Cooney, John M. (John Michael), 1875-1945.	John M. Cooney Papers	FindingAid
und:bg257d29j0t	Taliaferro, R. Catesby (Robert Catesby), 1907-1989	R. Catesby Taliaferro Papers	FindingAid
und:bk128912r3s	Brothers of Holy Cross. Midwest Province (Notre Dame, Ind.)	Congregation of Holy Cross Brothers Collection	FindingAid
und:bk128912r13	Safford, William H. (William Harrison), 1821-1903.	William H. Safford Letters received	FindingAid
und:bn999596158	Reaney, William H. I. (William Henry Ironsides), 1863-1915.	William H. I. Reaney Papers	FindingAid
und:bn99959617z	Byrne, James E., 1945-	James E. Byrne Papers	FindingAid
und:bn99959613k	Heiser, Agatho, CSC	Brother Agatho Heiser Papers	FindingAid
und:br86b27993n	Badin, Stephen T., (Stephen Theodore), 1768-1853.	Stephen T. Badin Papers	FindingAid
und:br86b27995b	Saint Joseph's Farm	Saint Joseph's Farm Collection	FindingAid
und:br86b279b18	University of Notre Dame. Director of Athletics.	Notre Dame: Athletic Director 1995- : Wadsworth and White Records	FindingAid
und:br86b279971	Washington County (Kentucky)	Washington County (Kentucky) Court minute book	FindingAid
und:br86b27999q	Catholic Church. Diocese of Alton (Ill.)	Catholic Church. Diocese of Alton (Ill.) Collection	FindingAid
und:bv73bz62k93	Egan, John J.	John J. Egan Papers	FindingAid
und:bv73bz62m1n	Clark, Francis P. (Francis Patrick), 1936-1979.	Clergy Writings Collection	FindingAid
und:bv73bz62k7d	University of Notre Dame. RecSports.	RecSports Records	FindingAid
und:c247dr29474	Bird, Otto A., 1914-	Otto Bird Papers	FindingAid
und:c247dr2951c	Matthias, John, 1941-	John Matthias Papers	FindingAid
und:c247dr29532	Cullity, Bernard D (Bernard Dennis).	Bernard D. Cullity Papers	FindingAid
und:c247dr2949t	Our Mother of Perpetual Help Monastery - Redemptoristine Nuns	Our Mother of Perpetual Help Monastery - Redemptoristine Nuns Records	FindingAid
und:c534fn12d9c	Schossberger, Emily M. (Emily Maria), 1905-1979.	Emily M. Schossberger Papers	FindingAid
und:c534fn12f3m	Dawson, Christopher, 1889-1970.	Christopher Dawson Papers	FindingAid
und:c534fn12f1x	Langford, Walter M.	Walter M. Langford Papers	FindingAid
und:c534fn12d7p	Benavides, Alonso de, fl. 1630.	Alonso de Benavides Memorial	FindingAid
und:c534fn12f59	Director of Athletics	Director of Athletics, 1909-29 [1908-1931]	FindingAid
und:c821gh95q3w	Jenkins, Thomas J., (Thomas Jefferson), 1847-1912.	Thomas J. Jenkins Papers	FindingAid
und:c821gh95q16	Reimers, Adrian and Marie	Adrian and Marie Reimers Papers	FindingAid
und:c821gh95p9n	LoSecco, John M.	John M. LoSecco Papers	FindingAid
und:c821gh95q5k	University of Notre Dame. Center for Metropolitan Chicago Initiatives.	Center for Metropolitan Chicago Initiatives Records	FindingAid
und:cc08hd7903h	Anthony Lauck	Anthony Lauck Papers	FindingAid
und:cc08hd7901t	Congregation of Holy Cross. Indiana Province.	Congregation of Holy Cross. Indiana Province Records	FindingAid
und:cc08hd79056		Catholic Church. Diocese of Buffalo (N.Y.) Collection	FindingAid
