id	creator	title	model
und:tx31qf88v7r	Kaiyu Fu	Nanochannel Arrays for Molecular Sieving and Electrochemical Analysis by Nanosphere Lithography Templated Graphoepitaxy of Block Copolymers	Article
und:4j03cz33b2p	Elizabeth A. Loughran	Multiparity activates interferon pathways in peritoneal adipose tissue and decreases susceptibility to ovarian cancer metastasis in a murine allograft model	Article
und:nc580k2571x	Annemarie K. Leonard	Methods for the visualization and analysis of extracellular matrix protein structure and degradation	Article
und:rf55z606w2b	Sneha Polisetti	Spatial Mapping of Pyocyanin in Pseudomonas Aeruginosa Bacterial Communities Using Surface Enhanced Raman Scattering	Article
und:vh53ws88j36	Jacob B. Hoffman	CsPbBr3 Solar Cells: Controlled Film Growth through Layer-by-Layer Quantum Dot Deposition	Article
und:4t64gm83554	Trung T. Nguyen	Expression of active matrix metalloproteinase-9 as a likely contributor to the clinical failure of aclerastide in treatment of diabetic foot ulcers	Article
und:sn009w06747	Vasily Kanzyuba	Structural evolution of dilute magnetic (Sn,Mn)Se films grown by molecular beam epitaxy	Article
und:sf268339p2t	Christopher E. Shuck	Reactive Ni/Al Nanocomposites: Structural Characteristics and Activation Energy	Article
und:47429883g9q	Anna M. McDermott	Recapitulating bone development for tissue regeneration through engineered mesenchymal condensations and mechanical cues	Article
und:3b591834006	Ian M. Sander	Three-Dimensional Printing of X-Ray Computed Tomography Datasets with Multiple Materials Using Open-Source Data Processing	Article
und:4m90dv16m32	Elizabeth A. Loughran	Aging Increases Susceptibility to Ovarian Cancer Metastasis in Murine Allograft Models and Alters Immune Composition of Peritoneal Adipose Tissue	Article
und:tb09j38961r	Alexey M. Nadtochiy	Gradual Evolution From Quantum‐Well‐Like to Quantum‐Dot‐Like Characteristics in InGaAs/GaAs Nanostructures	Article
und:37720c50p9c	Yan Zhu	Adsorption of polyelectrolyte multilayers imparts high monovalent/divalent cation selectivity to aliphatic polyamide cation-exchange membranes	Article
und:2801pg17w9f	Tiffanie S Stewart	Magnetoelectric nanoparticles for delivery of antitumor peptides into glioblastoma cells by magnetic fields	Article
und:2f75r784g1b	Sergey M. Aksenov	Bi3(PO4)O3, the Simplest Bismuth(III) Oxophosphate: Synthesis, IR Spectroscopy, Crystal Structure, and Structural Complexity	Article
und:2z10wq00v6r	Kristin K.Clark	Kinetic studies of the AOP radical-based oxidative and reductive destruction of pesticides and model compounds in water	Article
und:44558d00683	Khari D.Thompson	Bone up: craniomandibular development and hard-tissue biomineralization in neonate mice	Article
und:3n203x83t3z	Ryan K. Roeder	Nanoparticle imaging probes for molecular imaging with computed tomography and application to cancer imaging	Article
und:3f46251781m	Justin Ceh	Bismuth Infusion of ABS Enables Additive Manufacturing of Complex Radiological Phantoms and Shielding Equipment	Article
und:2n49t151136	Yolanda Bonita	Periodic Trends from Metal Substitution in Bimetallic Mo-Based Phosphides for Hydrodeoxygenation and Hydrogenation Reactions	Article
und:2b88qc0160q	Karl Cronberger	KREEP basalt petrogenesis: Insights from 15434,181	Article
und:0v83805205t	Seyyedamirhossein Hosseini	Nickel tungstate (NiWO4) nanoparticles/graphene composites: preparation and photoelectrochemical applications	Article
und:0g354f18w16	Suling Yang	Simple synthesis of ZnO nanoparticles on N-doped reduced graphene oxide for the electrocatalytic sensing of L-cysteine	Article
und:1544bp01t8p	Laura M. Woods	Synthesis and Biological Evaluation of 7-Deoxy-Epothilone Analogues	Article
und:1g05fb51p11	Zhefei Yang	Aqueous Swelling of Zwitterionic Poly(sulfobetaine methacrylate) Brushes in the Presence of Ionic Surfactants	Article
und:zw12z32017s	Michael Komárek	Revisiting models of Cd, Cu, Pb and Zn adsorption onto Fe(III) oxides	Article
und:08612n52997	Shuangjiang Luo	Facile Synthesis of a Pentiptycene-Based Highly Microporous Organic Polymer for Gas Storage and Water Treatment	Article
und:1v53jw84s5q	Patrick H. Donohue	Textural and mineral chemical evidence for the cumulate origin and evolution of high-titanium basalt fragment 71597	Article
und:x346d22109q	Yi Liu	Photocatalytic decomposition of Rhodamine B on uranium-doped mesoporous titanium dioxide	Article
und:wm117m04m4c	D. Yu. Kovalev	Crystallization of a Mechanically Activated CuTi Alloy	Article
und:z316pz53s9m	Travis A. Olds	Leószilárdite, the first Na,Mg-containing uranyl carbonate from the Markey Mine, San Juan County, Utah, USA	Article
und:zg64th86x3b	L.V.Trandafilović	Enhanced photocatalytic degradation of methylene blue and methyl orange by ZnO:Eu nanoparticles	Article
und:tm70ms3914j	Kaiyu Fu	Ion selective redox cycling in zero-dimensional nanopore electrode arrays at low ionic strength	Article
und:x920ft87k1f	Daqiao Hu	Preparation of hyperstar polymers with encapsulated Au25(SR)18 clusters as recyclable catalysts for nitrophenol reduction	Article
und:wh246q21b3z	D. V. Lebedev	Lasing in microdisks with an active region based on lattice-matched InP/AlInAs nanostructures	Article
und:vq27zk55352	A.A. Toropov	HAADF STEM and PL Characterization of Monolayer-Thick GaN/(Al,Ga)N Quantum Wells for Deep UV Optoelectronics Applications	Article
und:xp68kd20p5v	Dallas J. Rensel	Composition-directed FeXMo2−XP bimetallic catalysts for hydrodeoxygenation reactions	Article
und:ww72b854f7t	Khachatur V. Manukyan	Structural transformations of highly porous nickel catalysts during ethanol conversion towards hydrogen	Article
und:w9504x54s13	K. B. Podbolotov	Solution Combustion Synthesis of Copper Nanopowders: The Fuel Effect	Article
und:kh04dn42x2r	V. Danghyan	Pressure dilution, a new method to prepare a stable Ni/fumed silica catalyst for the dry reforming of methane	Article
und:qv33rv07660	Qinnan Zhang	Preparation and gas separation performance of mixed-matrix membranes based on triptycene-containing polyimide and zeolite imidazole framework (ZIF-90)	Article
und:vt150g38c6m	Lifu Xiao	SERS-fluorescence bimodal nanoprobes for in vitro imaging of the fatty acid responsive receptor GPR120	Article
und:hd76rx9424j	Stewart Clem	The Passions of Christ in the Moral Theology of Thomas Aquinas: An Integrative Account	Article
und:hh63st77b5z	Stewart Clem	Post-Truth and Vices Opposed to Truth	Article
und:hm50tq60m6v	Stewart Clem	Dropping the Debt: A New Conundrum in Kant's Rational Religion	Article
und:hq37vm43w7j	Isabel Cabezas	Pilgrimage Within the Orvieto Cathedral: How Direction and Movement of Structure and Ornament Provide a Guide to Catholicism	Article
und:3197xk84515	Kyle Sweeney	Understanding Dramatic Performance Differences in Workflow/Middleware/Site Combinations: CCL Technical Report October 15th, 2018	Article
und:qz20sq90h93		Journal Article Methods	Article
und:wd375t38342		ISQ Final	Article
und:ws859c7168d		Survey Results Booklet	Article
und:ks65h992t1f	Aquino, H. R. O.	Growth of Yttrium Iron Garnet on SiO2	Article
und:mc87pn92g71	Spencer Golze	Light-Assisted Growth of Hexagonal Au Nanostructures on Sapphire Substrates	Article
und:hx11xd10f94	Yide Zhang	Super-resolution fluorescence microscopy by stepwise optical saturation	Article
und:jq085h76p71	Colin Flinders	MALDI Mass Spectrometry Imaging for Evaluation of Therapeutics in Colorectal Tumor Organoids	Article
und:j386057711q	Md Suhail Alam	Tolerance of chronic HDACi-administration used for treatment of neurological and visceral disease including lung pathogenesis.	Article
und:m613mw25x50	 Radovan Dojčilović	DUV fluorescence bioimaging study of the interaction of partially reduced graphene oxide and liver cancer cells	Article
und:j673126092m	Tsuyoshi Tokusumi	The mir-7 and bag of marbles genes regulate Hedgehogpathway sig naling in blood cell progen itors in Drosophilalarval lymph glands	Article
und:kw52j676324	Chris Arble	 Lab-based ambient pressure X-ray photoelectron spectroscopy from past to present	Article
und:jh343r1045q	Patricia M. Schnepp	GAD1 Upregulation Programs Aggressive Features of Cancer Cell Metabolism in the Brain Metastatic Microenvironment	Article
und:js956d59z8d	Bradley Ellis	Human iPSC-derived myocardium-on-chip with capillary-like flow for personalized medicine	Article
und:k6439z9332s	Manuela Lahne	Sox2 regulates Müller glia reprogramming and proliferation in the regenerating zebrafish retina via Lin28 and Ascl1a	Article
und:j9601z43k3v	Cassandra L. Gorsuch	RIPK1-mediated induction of mitophagy compromises the viability of extracellular-matrix-detached cells	Article
und:jm214m93d6b	Shirou Lou	Effect of cooling on droplet size in supersaturation-induced emulsions	Article
und:jd472v26v4j	Yumiko Tokusumi	Mechanical stress to Drosophila larvae stimulates a cellular immune response through the JAK/STAT signaling pathway	Article
und:jw82794379k	Genevieve D. Vigil	Saturation-compensated measurements for fluorescence lifetime imaging microscopy	Article
und:kh04dn42x5s	Katheryn L. Smith	Leishmania phosphatase PP5 is a regulator of HSP83 phosphorylation and essential for parasite pathogenicity	Article
und:gh93gx44j5m	Paul T. Kroeger	The zebrafish kidney mutant zeppelin reveals that brca2/fancd1 is essential for pronephros development	Article
und:j098z893r0w	Jakub Plášil	Redcanyonite, (NH4)2Mn[(UO2)4O4(SO4)2](H2O)4, a new zippeite group mineral from the Blue Lizard Mine, San Juan County, Utah, USA	Article
und:g158bg28501	Pavel A. Brodkiy	Intercellular calcium signaling is regulated by morphogens during Drosophila wing development	Article
und:kd17cr59n4w	Katheryn L. Smith	Leishmania phosphatase PP5 is a regulator of HSP83 phosphorylation and essential for parasite pathogenicity	Article
und:g732d794q2j	Cody E. Narcisco	Release of Applied Mechanical Loading Stimulates Intercellular Calcium Waves in Drosophila Wing Discs	Article
und:gb19f47803h	Li Li	Activation of endothelial cells by extracellular vesicles derived from Mycobacterium tuberculosis infected macrophages or mice	Article
und:g445cc11f1x	Qinfeng Wu	In vivo relevance of intercellular calcium signaling in Drosophila wing development	Article
und:gf06g16184d	Li Li	Activation of endothelial cells by extracellular vesicles derived from Mycobacterium tuberculosis infected macrophages or mice	Article
und:dn39x062765	Ryan Roeder	Vibration acceleration promotes bone formation in rodent models	Article
und:dr26xw45h7d	Ryan Roeder	Vibration acceleration promotes bone formation in rodent models	Article
und:fq977s7897v	Scott Shaw	Non‐Covalently Pre‐Assembled High‐Performance Near‐Infrared Fluorescent Molecular Probes for Cancer Imaging	Article
und:gm80ht27t61	Jeff Schorey	Extracellular Vesicles promote host immunity during an M. tuberculosis infection through RNA Sensing	Article
und:dz010p12294	Christopher D. Kagelman	Skeletal Cell YAP And TAZ Redundantly Promote Bone Development By Regulation Of Collagen I Expression And Organization	Article
und:f1881j95c0w	M. McFadden	Comparing peracetic acid and hypochlorite for disinfection of combined sewer overflows: Effects of suspended-solids and pH	Article
und:mg74qj75r8f	Valentin Jmerik	High-efficiency electron-beam-pumped sub-240-nm ultraviolet emitters based on ultra-thin GaN/AlN multiple quantum wells grown by plasma-assisted molecular-beam epitaxy on c-Al2O3	Article
und:dv13zs28s8t	 Devon E. Mason	Skeletal cell YAP and TAZ combinatorially promote bone development	Article
und:k0698626j05	Jeremy Fein	Visualization and quantification of Cd sorption to bacteria using confocal laser scanning microscopy and Cd-specific fluorescent probes	Article
und:ms35t725m1k	Eredzhep Menumerov	Identifying the True Catalyst in the Reduction of 4-Nitrophenol: A Case Study Showing the Effect of Leaching and Oxidative Etching Using Ag Catalysts	Article
und:m326m042n4r	Lisa Irimata	Effects of bisphosphonate ligands and PEGylation on targeted delivery of gold nanoparticles for contrast-enhanced radiographic detection of breast microcalcifications	Article
und:mw22v408w20	S. A. Mintairov	Multilayer Quantum Well–Dot InGaAs Heterostructures in GaAs-based Photovoltaic Converters	Article
und:mk61rf59194	Shirui Luo	Effect of cooling on droplet size in supersaturation-induced emulsions	Article
und:n296ww75f4w	S. A. Mintairov	Optical properties of hybrid quantum-well–dots nanostructures grown by MOCVD	Article
und:nc580k25879	E. Raphael	Optimizing photovoltaic performance in CuInS2and CdS quantum dot-sensitized solar cells by using an agar-based gel polymer electrolyte	Article
und:n870zp4206g	Meng Qi	Extended Defect Propagation in Highly Tensile-Strained Ge Waveguides	Article
und:n583xs58q59	K. Manukyan	Kinetics and Mechanism of Ignition in Reactive Al/Ni Nanostructured Materials	Article
und:m039k359c3v	Pavel Brodskiy	 Intercellular calcium signaling is regulated by morphogens during Drosophila wing development	Article
und:4j03cz32n26	Michael Wiescher	Experimental cross sections of 165Ho(α,n)168Tm and 166Er(α,n)169Yb for optical potential studies relevant for the astrophysical γ process	Article
und:qv33rv0765n	Klymenko Y.	Cadherin composition and multicellular aggregate invasion in organotypic models of epithelial ovarian cancer intraperitoneal metastasis	Article
und:8336h131f55	Michael Vierhauser	Supporting Diagnosis of Requirements Violations in Systems of Systems	Article
und:nv935141m5b	Svetlana Neretina	Copper Template Design for the Synthesis of Bimetallic Copper–Rhodium Nanoshells through Galvanic Replacement	Article
und:pv63fx74d5h	Jay A. LaVerne	Radiolytic stability of gibbsite and boehmite with adsorbed water	Article
und:vx021c21n7h	D. V. Lebedev	Density Control of InP/GaInP Quantum Dots Grown by Metal-Organic Vapor-Phase Epitaxy	Article
und:wp988g87w57	E A Evropeytsev	Coexistence of type-I and type-II band line-ups in 1-2 monolayer thick GaN/AlN single quantum wells	Article
und:v118rb72487	Bradley Barnhart	Characterization of Powder and the Effects of Powder Reuse in Selective Laser Melting	Article
und:vh53ws88m14	Giordano B. S. Ferreira	Mate choice strategies in a spatially-explicit model environment	Article
und:kw52j676355	Matthew Sisk	Inconsistent screening for lead endangers vulnerable children: policy lessons from South Bend and Saint Joseph County, Indiana, USA	Article
und:7w62f764w69	Mark Robison	How Can Librarians Aid Transfer Student Integration?: A Multi-Campus Study	Article
und:m039k359d2t	Jane Cleland-Huang	Discovering, Analyzing, and Managing Safety Stories in Agile Projects	Article
